age,breed,centreLocation,gender,hasPhoto,hasVideo,icon_childFriendly,icon_crossBreed,icon_dogFriendly,icon_gentleGiant,icon_hasBasicHousetraining,icon_hasMedicalNeeds,icon_livewire,icon_livingOffsite,icon_lovesCuddles,icon_lovesToysGames,icon_needsTraining,icon_smallButSparky,icon_strangerFriendly,icon_veryClever,icon_willWorkForFood,icon_youngAtHeart,isNewDog,name,numberOfPhotos,reserved
 '5 to 7 Years', 'Cocker Spaniel', 'Loughborough', 'Male', true, false,,,,,,,Live wire,,,Loves toys/games,,,Stranger friendly,,,, true, 'Sonny', 2, true
 '2 to 5 Years', 'Collie: Smooth  ', 'Loughborough', 'Male', true, false,,,,,,,,,Especially likes cuddles,,Needs some training,,,Bright spark/very clever,,, true, 'Mannie', 2, true
 '1 to 2 Years', 'Beagle  ', 'London (Harefield)', 'Female', true, false,,,Dog friendly,,,,Live wire,,,,Needs some training,,,,Loves treats/will work for food,, false, 'Suzie', 2, false
 '8+ Years', 'Rottweiler ', 'Bridgend', 'Female', true, false,,Crossbreed,,,,,,,,,,,,,Loves treats/will work for food,Young at heart, true, 'Solitaire', 1, false
 '8+ Years', 'Bichon Frise ', 'Leeds', 'Male', true, true,,,,,Has basic housetraining,,Live wire,,,,,Small but sparky,,,Loves treats/will work for food,, false, 'Snowy', 5, true
 '6 to 12 Months', 'A Crossbreed ', 'Leeds', 'Male', true, false,,Crossbreed,Dog friendly,,,Medical needs,,Living off site,,,Needs some training,,,,,, true, 'Snoopy', 4, false
 '8+ Years', 'Elkhound  ', 'Loughborough', 'Male', true, false,,,Dog friendly,,,,,,,,Needs some training,,,Bright spark/very clever,,, false, 'Smokey Joe', 5, false
 '1 to 2 Years', 'Patterdale Terrier', 'Ballymena (N.Ireland)', 'Female', true, false,,,Dog friendly,,Has basic housetraining,,,,,,Needs some training,Small but sparky,,,,, true, 'Smokey', 1, false
 '5 to 7 Years', 'Staffordshire Bull Terrier (SBT)', 'London (Harefield)', 'Female', true, false,,,Dog friendly,,,,,,,Loves toys/games,Needs some training,,,,Loves treats/will work for food,, true, 'Skye Staffi', 3, true
 '5 to 7 Years', 'Collie Cross (Border)', 'Shoreham', 'Male', true, false,,Crossbreed,,,,,Live wire,,,,Needs some training,,,Bright spark/very clever,Loves treats/will work for food,, false, 'Shep', 5, false
 '2 to 5 Years', 'German Shepherd Dog (GSD / Alsatian)', 'Salisbury', 'Female', true, false,,Crossbreed,,,,,,,,,Needs some training,,Stranger friendly,Bright spark/very clever,,, false, 'Sheeba', 2, true
 '5 to 7 Years', 'Labrador', 'London (Harefield)', 'Male', true, false,,Crossbreed,Dog friendly,,,,Live wire,,,Loves toys/games,Needs some training,,Stranger friendly,Bright spark/very clever,Loves treats/will work for food,, false, 'Sheldon', 5, true
 '5 to 7 Years', 'Greyhound  ', 'Shrewsbury', 'Male', true, true,,Crossbreed,Dog friendly,,,,Live wire,,,Loves toys/games,Needs some training,,Stranger friendly,Bright spark/very clever,Loves treats/will work for food,, false, 'Stevie', 5, false
 '1 to 2 Years', 'German Shepherd Dog (GSD / Alsatian)', 'Kenilworth', 'Female', true, false,Child friendly (under 12 yrs),Crossbreed,Dog friendly,,,,Live wire,,,Loves toys/games,Needs some training,,,,Loves treats/will work for food,, true, 'Sheba', 4, true
 '1 to 2 Years', 'Lab Cross', 'Snetterton', 'Male', true, false,,Crossbreed,Dog friendly,,,,Live wire,,,,Needs some training,,Stranger friendly,,Loves treats/will work for food,, true, 'Shadow', 1, true
 '2 to 5 Years', 'Sheltie ( Shetland Sheepdog)', 'Newbury', 'Male', true, false,Child friendly (under 12 yrs),,Dog friendly,,,,,Living off site,,,,Small but sparky,,,Loves treats/will work for food,, true, 'Shadow', 5, true
 '8+ Years', 'A Crossbreed ', 'Shrewsbury', 'Male', true, false,,Crossbreed,Dog friendly,,,,,,Especially likes cuddles,,,,Stranger friendly,,,, true, 'Serraphin', 4, false
 '1 to 2 Years', 'Border Collie ', 'Loughborough', 'Female', true, false,,,Dog friendly,,,,Live wire,,,,Needs some training,,,,,, true, 'Sky', 2, false
 '5 to 7 Years', 'Lurcher ', 'Basildon', 'Male', false, false,,,,,,,,,,Loves toys/games,,,,,Loves treats/will work for food,Young at heart, true, 'Ska', 0, false
 '8+ Years', 'A Crossbreed ', 'Shoreham', 'Male', true, true,,Crossbreed,,,,,Live wire,,Especially likes cuddles,Loves toys/games,Needs some training,,,,Loves treats/will work for food,, false, 'Sizzles', 5, false
 '5 to 7 Years', 'Greyhound  ', 'Canterbury', 'Male', true, false,,,,,,,,Living off site,,Loves toys/games,,,,Bright spark/very clever,Loves treats/will work for food,, false, 'Sleepy', 5, false
 '2 to 5 Years', 'Lurcher ', 'London (Harefield)', 'Female', true, false,,Crossbreed,,,,,,,Especially likes cuddles,Loves toys/games,Needs some training,,Stranger friendly,,,, true, 'Sizzles', 2, false
 '1 to 2 Years', 'German Shepherd Dog (GSD / Alsatian)', 'Kenilworth', 'Male', true, false,,Crossbreed,Dog friendly,,,,Live wire,,,Loves toys/games,Needs some training,,,,Loves treats/will work for food,, true, 'Sirius', 5, true
 '8+ Years', 'Other', 'Loughborough', 'Male', true, false,,Crossbreed,Dog friendly,,,,,,,,Needs some training,,,,,Young at heart, false, 'Sir Ollie', 4, false
 '8+ Years', 'A Crossbreed ', 'Basildon', 'Male', true, false,,Crossbreed,,Gentle giant,Has basic housetraining,Medical needs,,Living off site,,,,,Stranger friendly,,,, false, 'Sir Bruno', 5, false
 '8+ Years', 'Collie Cross (Border)', 'Shoreham', 'Male', true, true,,Crossbreed,,,,Medical needs,Live wire,,,,Needs some training,,,,Loves treats/will work for food,, false, 'Marcus', 5, false
 '5 to 7 Years', 'Staffordshire Bull Terrier (SBT)', 'Shoreham', 'Male', true, false,,,,,,,,,,,Needs some training,,,,Loves treats/will work for food,, true, 'Simba', 3, false
 '2 to 5 Years', 'A Crossbreed ', 'Shoreham', 'Female', true, true,,Crossbreed,,,,,,,,Loves toys/games,Needs some training,,,Bright spark/very clever,Loves treats/will work for food,, false, 'Sheba', 5, false
 '5 to 7 Years', 'Lab Cross', 'Evesham', 'Male', true, false,,Crossbreed,,,,,Live wire,,,Loves toys/games,Needs some training,,,,Loves treats/will work for food,, false, 'Simba', 5, true
 '2 to 5 Years', 'Terrier Cross', 'West Calder', 'Male', true, true,,Crossbreed,,,Has basic housetraining,,Live wire,,,,,,,,,, false, 'Scooby', 5, false
 '1 to 2 Years', 'Saluki ', 'Shrewsbury', 'Female', true, false,,Crossbreed,Dog friendly,,,,Live wire,,,,,,Stranger friendly,,,, true, 'Scarlet', 4, false
 '2 to 5 Years', 'Lurcher ', 'Basildon', 'Male', true, false,,Crossbreed,Dog friendly,,,,,,,Loves toys/games,Needs some training,,,,Loves treats/will work for food,, false, 'Seamus', 5, false
 '1 to 2 Years', 'Staffordshire Cross (SBT)', 'Snetterton', 'Female', true, false,,Crossbreed,Dog friendly,,,,Live wire,,,,Needs some training,,Stranger friendly,Bright spark/very clever,Loves treats/will work for food,, true, 'Sarah', 3, false
 '2 to 5 Years', 'Saluki ', 'Salisbury', 'Male', true, false,,,Dog friendly,,,,,,,,Needs some training,,,Bright spark/very clever,Loves treats/will work for food,, true, 'Solly', 1, true
 '1 to 2 Years', 'Lurcher ', 'Basildon', 'Male', true, false,,Crossbreed,,,,,Live wire,,,,Needs some training,,Stranger friendly,,Loves treats/will work for food,, true, 'Samuel', 5, false
 '8+ Years', 'Jack Russell Terrier (JRT)', 'Evesham', 'Male', true, false,,Crossbreed,,,,,,,,Loves toys/games,,Small but sparky,,Bright spark/very clever,,Young at heart, false, 'Spot', 1, false
 '6 to 12 Months', 'Belgian Shepherd Dog: Malinois (BSD)', 'Shrewsbury', 'Male', true, false,,,,,,,Live wire,,Especially likes cuddles,,Needs some training,,Stranger friendly,Bright spark/very clever,,, false, 'Samson', 5, false
 '2 to 5 Years', 'A Crossbreed ', 'Shrewsbury', 'Male', true, false,,Crossbreed,Dog friendly,,,,,,,Loves toys/games,Needs some training,,Stranger friendly,,Loves treats/will work for food,, false, 'Sam', 2, false
 '8+ Years', 'Collie Cross (Border)', 'London (Harefield)', 'Male', true, false,,Crossbreed,Dog friendly,,,Medical needs,,,Especially likes cuddles,Loves toys/games,,,Stranger friendly,,,Young at heart, false, 'Sam', 1, false
 '1 to 2 Years', 'Foxhound  ', 'London (Harefield)', 'Female', true, false,,,,,,,,,,Loves toys/games,Needs some training,,,,Loves treats/will work for food,, true, 'Sally', 2, false
 '5 to 7 Years', 'Border Collie ', 'Merseyside', 'Female', true, false,,,Dog friendly,,Has basic housetraining,,,,Especially likes cuddles,,,,Stranger friendly,Bright spark/very clever,,, false, 'Sally', 4, true
 '8+ Years', 'Staffordshire Bull Terrier (SBT)', 'Merseyside', 'Female', true, true,,,,,Has basic housetraining,,,Living off site,Especially likes cuddles,,,Small but sparky,Stranger friendly,,,Young at heart, false, 'Sally', 5, false
 '5 to 7 Years', 'Lurcher ', 'Glasgow', 'Female', true, true,Child friendly (under 12 yrs),Crossbreed,Dog friendly,,Has basic housetraining,,Live wire,,,Loves toys/games,Needs some training,,,,Loves treats/will work for food,, true, 'Sage', 3, false
 '1 to 2 Years', 'Rottweiler ', 'Kenilworth', 'Male', true, false,,,,,,,Live wire,,,,Needs some training,,,,Loves treats/will work for food,, false, 'Scooby', 4, true
 '2 to 5 Years', 'Staffordshire Bull Terrier (SBT)', 'Shoreham', 'Female', true, false,,,,,,,Live wire,,,Loves toys/games,Needs some training,,Stranger friendly,,Loves treats/will work for food,, false, 'Saffi', 4, false
 '1 to 2 Years', 'Pointer: English', 'London (Harefield)', 'Male', true, false,,,Dog friendly,,,,,,Especially likes cuddles,,Needs some training,,Stranger friendly,,Loves treats/will work for food,, false, 'Rusty', 2, true
 '2 to 5 Years', 'Jack Russell Terrier (JRT)', 'Salisbury', 'Female', true, true,,Crossbreed,,,,,Live wire,,,Loves toys/games,Needs some training,Small but sparky,,Bright spark/very clever,Loves treats/will work for food,, false, 'Sansa', 5, false
 '8+ Years', 'Terrier: Yorkshire ', 'Shoreham', 'Female', true, false,,,,,,,,Living off site,Especially likes cuddles,,,,,,,Young at heart, true, 'Scampi', 2, false
 '8+ Years', 'Lab Cross', 'Snetterton', 'Male', true, false,,Crossbreed,,,Has basic housetraining,,,,,Loves toys/games,Needs some training,,,Bright spark/very clever,Loves treats/will work for food,, false, 'Stan', 5, true
 '8+ Years', 'A Crossbreed ', 'Shrewsbury', 'Male', true, false,Child friendly (under 12 yrs),Crossbreed,,,,,,,Especially likes cuddles,,,,Stranger friendly,,,, true, 'Rusty', 5, false
 '0 to 6 Months', 'A Crossbreed ', 'Bridgend', 'Male', true, false,Child friendly (under 12 yrs),Crossbreed,,,,,,,Especially likes cuddles,,,Small but sparky,,Bright spark/very clever,,, true, 'Rumba', 1, false
 '5 to 7 Years', 'Rottweiler ', 'Kenilworth', 'Female', true, true,,,,,Has basic housetraining,,Live wire,,,Loves toys/games,Needs some training,,,Bright spark/very clever,Loves treats/will work for food,, false, 'Ruby', 5, false
 '2 to 5 Years', 'A Crossbreed ', 'Evesham', 'Female', true, false,,Crossbreed,,,,,,,,,Needs some training,,,,Loves treats/will work for food,, true, 'Ruby', 1, true
 '1 to 2 Years', 'Dachshund: Std Smooth Hr ', 'Canterbury', 'Female', false, false,,,,,,,,,,Loves toys/games,Needs some training,Small but sparky,,,Loves treats/will work for food,, true, 'Roz', 0, false
 '1 to 2 Years', 'A Crossbreed ', 'Kenilworth', 'Male', false, false,,Crossbreed,Dog friendly,,,,Live wire,,,Loves toys/games,Needs some training,,,,Loves treats/will work for food,, true, 'Rubic', 0, false
 '2 to 5 Years', 'Saluki ', 'Leeds', 'Male', true, true,,,Dog friendly,,Has basic housetraining,,Live wire,,,,,,,,Loves treats/will work for food,, false, 'Roy', 5, false
 '5 to 7 Years', 'Staffordshire Bull Terrier (SBT)', 'Shoreham', 'Female', true, false,,,Dog friendly,,,,,,,Loves toys/games,,,,,,Young at heart, true, 'Roxy', 5, true
 '2 to 5 Years', '', 'Leeds', 'Male', true, false,Child friendly (under 12 yrs),Crossbreed,,,Has basic housetraining,,Live wire,,,,,,Stranger friendly,,,, true, 'Ryder', 4, false
 '1 to 2 Years', 'Lurcher ', 'Darlington', 'Female', true, true,,Crossbreed,,,Has basic housetraining,,Live wire,,Especially likes cuddles,Loves toys/games,Needs some training,,Stranger friendly,,Loves treats/will work for food,, false, 'Roxy', 5, false
 '1 to 2 Years', 'Lurcher ', 'Darlington', 'Male', true, true,,Crossbreed,,,Has basic housetraining,,,Living off site,Especially likes cuddles,,Needs some training,,Stranger friendly,,Loves treats/will work for food,, false, 'Rowland', 5, false
 '0 to 6 Months', 'Bulldog: French', 'Evesham', 'Male', true, false,,,,,,,,,,Loves toys/games,Needs some training,,,Bright spark/very clever,Loves treats/will work for food,, true, 'Rowan', 1, true
 '2 to 5 Years', 'Jack Russell Terrier (JRT)', 'Kenilworth', 'Male', true, false,,,,,,,,,,Loves toys/games,Needs some training,,,,Loves treats/will work for food,, false, 'Sam', 5, false
 '2 to 5 Years', 'Pointer: English', 'Evesham', 'Male', true, false,,,,,,,Live wire,,,,Needs some training,,,Bright spark/very clever,Loves treats/will work for food,, true, 'Rover', 1, true
 '8+ Years', 'Rhodesian Ridgeback', 'Leeds', 'Female', true, true,,Crossbreed,,,Has basic housetraining,,,,,Loves toys/games,,,,,,Young at heart, false, 'Rosie', 5, true
 '2 to 5 Years', 'Lurcher ', 'Darlington', 'Male', true, false,Child friendly (under 12 yrs),Crossbreed,,,,,,Living off site,,,,,Stranger friendly,,Loves treats/will work for food,, true, 'Rossco', 1, false
 '8+ Years', 'Staffordshire Bull Terrier (SBT)', 'Shoreham', 'Female', true, true,,,,,Has basic housetraining,Medical needs,,Living off site,,Loves toys/games,,,Stranger friendly,,Loves treats/will work for food,, false, 'Rosie', 4, false
 '1 to 2 Years', 'A Crossbreed ', 'West Calder', 'Male', true, true,,Crossbreed,,,,,Live wire,,,Loves toys/games,Needs some training,,,,,, false, 'Rory', 5, false
 '2 to 5 Years', 'Rottweiler ', 'Loughborough', 'Male', true, false,,Crossbreed,,Gentle giant,Has basic housetraining,,Live wire,,Especially likes cuddles,,Needs some training,,,,,, false, 'Roomba', 5, false
 '2 to 5 Years', 'Border Collie ', 'Loughborough', 'Male', true, false,,,,,,,Live wire,,,Loves toys/games,Needs some training,,,,,, true, 'Ronnie', 2, true
 '8+ Years', 'Staffordshire Bull Terrier (SBT)', 'Merseyside', 'Female', true, false,,,,,Has basic housetraining,,,Living off site,Especially likes cuddles,,,,Stranger friendly,,,Young at heart, true, 'Sadie', 3, false
 '5 to 7 Years', 'Chihuahua: Short Hr', 'London (Harefield)', 'Male', true, false,,,Dog friendly,,,,,,,,Needs some training,Small but sparky,,,Loves treats/will work for food,, false, 'Roly', 2, true
 '1 to 2 Years', 'Staffordshire Bull Terrier (SBT)', 'Shoreham', 'Female', true, false,,,,,,,Live wire,,,Loves toys/games,Needs some training,,Stranger friendly,Bright spark/very clever,Loves treats/will work for food,, true, 'Roly', 4, false
 '2 to 5 Years', 'Beagle  ', 'Merseyside', 'Male', true, false,,,Dog friendly,,Has basic housetraining,,Live wire,,,,Needs some training,,Stranger friendly,Bright spark/very clever,,, false, 'Rossi', 4, true
 '2 to 5 Years', 'Jack Russell Terrier (JRT)', 'London (Harefield)', 'Male', true, false,,Crossbreed,,,,,,,,Loves toys/games,Needs some training,Small but sparky,,,,, true, 'Rodger', 1, false
 '8+ Years', 'Bulldog: English', 'Shrewsbury', 'Male', true, false,,Crossbreed,,,,,,,,Loves toys/games,Needs some training,,Stranger friendly,,,, false, 'Rocky', 2, false
 '2 to 5 Years', 'Terrier Cross', 'Kenilworth', 'Male', true, false,,Crossbreed,Dog friendly,,Has basic housetraining,,Live wire,,,,,Small but sparky,,,Loves treats/will work for food,, false, 'Ruffles', 4, false
 '8+ Years', 'Jack Russell Terrier (JRT)', 'Kenilworth', 'Male', true, false,,,,,Has basic housetraining,,,,,Loves toys/games,Needs some training,Small but sparky,,Bright spark/very clever,,, false, 'Rocky', 5, false
 '5 to 7 Years', 'Jack Russell Terrier (JRT)', 'Kenilworth', 'Male', true, false,,Crossbreed,,,Has basic housetraining,,,,,Loves toys/games,Needs some training,Small but sparky,,,Loves treats/will work for food,, false, 'Rocky', 5, false
 '6 to 12 Months', 'Spaniel Cross', 'Evesham', 'Male', true, false,,Crossbreed,Dog friendly,,,,,,,Loves toys/games,Needs some training,Small but sparky,,Bright spark/very clever,Loves treats/will work for food,, true, 'Rory', 2, true
 '2 to 5 Years', 'Jack Russell Terrier (JRT)', 'Snetterton', 'Male', true, false,,Crossbreed,,,,,,,,,,Small but sparky,Stranger friendly,,Loves treats/will work for food,, true, 'Rocky', 1, true
 '2 to 5 Years', 'Lurcher ', 'Evesham', 'Male', true, false,,,Dog friendly,,,,,,,Loves toys/games,Needs some training,,,,Loves treats/will work for food,, true, 'Rocket', 1, true
 '1 to 2 Years', 'Belgian Shepherd Dog: Malinois (BSD)', 'London (Harefield)', 'Male', true, false,,Crossbreed,Dog friendly,,,,Live wire,,,Loves toys/games,Needs some training,,Stranger friendly,,Loves treats/will work for food,, false, 'Rocket', 2, false
 '2 to 5 Years', 'Rottweiler ', 'Evesham', 'Male', true, false,,Crossbreed,Dog friendly,,,,,,,,Needs some training,,,Bright spark/very clever,Loves treats/will work for food,, true, 'Robert', 1, true
 '1 to 2 Years', 'Greyhound  ', 'Ilfracombe', 'Male', true, false,,,Dog friendly,Gentle giant,,,Live wire,,Especially likes cuddles,Loves toys/games,,,,,,, false, 'Roy', 1, false
 '1 to 2 Years', 'A Crossbreed ', 'Leeds', 'Female', true, false,,Crossbreed,,,,,,,,Loves toys/games,,,Stranger friendly,,,, true, 'River', 2, true
 '2 to 5 Years', 'A Crossbreed ', 'Salisbury', 'Female', true, false,,Crossbreed,Dog friendly,,,,,,,,Needs some training,,,,Loves treats/will work for food,, false, 'Ripple', 3, false
 '2 to 5 Years', 'Pointer: English', 'Evesham', 'Male', true, false,,Crossbreed,Dog friendly,Gentle giant,,,,,,,Needs some training,,,Bright spark/very clever,Loves treats/will work for food,, true, 'Romeo', 4, true
 '5 to 7 Years', 'German Shepherd Dog (GSD / Alsatian)', 'Merseyside', 'Male', true, true,,,,Gentle giant,,,Live wire,,,Loves toys/games,Needs some training,,,Bright spark/very clever,,, false, 'Riley', 5, false
 '1 to 2 Years', 'Spaniel: English Springer', 'Evesham', 'Female', true, false,,Crossbreed,Dog friendly,,,,Live wire,,,Loves toys/games,Needs some training,,,,Loves treats/will work for food,, true, 'Rhonda', 1, true
 '1 to 2 Years', 'Terrier Cross', 'Evesham', 'Male', true, false,,Crossbreed,Dog friendly,,Has basic housetraining,,,Living off site,,,Needs some training,,,,Loves treats/will work for food,, false, 'Rex', 3, true
 '2 to 5 Years', 'Lab Cross', 'Snetterton', 'Male', true, false,,Crossbreed,,,,,Live wire,,,,Needs some training,,,Bright spark/very clever,,, false, 'Rex', 3, false
 '5 to 7 Years', 'Staffordshire Cross (SBT)', 'Loughborough', 'Male', true, false,,Crossbreed,,Gentle giant,,,,,,,,,,,Loves treats/will work for food,, false, 'Rufus', 4, false
 '5 to 7 Years', 'Terrier Cross', 'Ballymena (N.Ireland)', 'Female', true, false,,Crossbreed,,,,,,,,,,Small but sparky,Stranger friendly,,,, true, 'Remi', 1, false
 '2 to 5 Years', 'Lurcher ', 'Newbury', 'Male', true, true,,Crossbreed,Dog friendly,,,,Live wire,,,Loves toys/games,Needs some training,,Stranger friendly,Bright spark/very clever,Loves treats/will work for food,, false, 'Reilly', 5, false
 '8+ Years', 'Patterdale Terrier', 'Shrewsbury', 'Male', true, false,,Crossbreed,,,Has basic housetraining,,,,Especially likes cuddles,,,,Stranger friendly,,Loves treats/will work for food,, true, 'Reg', 5, false
 '2 to 5 Years', 'Greyhound  ', 'Leeds', 'Male', true, false,,,Dog friendly,,,,,,,,Needs some training,,,,,, true, 'Rebel', 4, false
 '8+ Years', 'Beagle  ', 'Evesham', 'Male', true, false,,,Dog friendly,,,,,,,,Needs some training,,,,,, true, 'Raven', 2, false
 '2 to 5 Years', 'German Shepherd Dog (GSD / Alsatian)', 'Shrewsbury', 'Male', true, false,Child friendly (under 12 yrs),Crossbreed,Dog friendly,,Has basic housetraining,,,,Especially likes cuddles,,,,Stranger friendly,,,, false, 'Rj', 4, true
 '1 to 2 Years', 'Jack Russell Terrier (JRT)', 'Evesham', 'Male', true, false,,Crossbreed,Dog friendly,,,,,,,Loves toys/games,Needs some training,Small but sparky,,Bright spark/very clever,Loves treats/will work for food,, true, 'Rascal', 1, true
 '2 to 5 Years', 'Border Collie ', 'Basildon', 'Male', true, false,,Crossbreed,Dog friendly,,,,,,,,Needs some training,,,,Loves treats/will work for food,, true, 'Ranger', 5, true
 '2 to 5 Years', 'Collie Cross (Border)', 'Salisbury', 'Male', true, false,,Crossbreed,Dog friendly,,,,Live wire,,,Loves toys/games,Needs some training,,,Bright spark/very clever,,, false, 'Ranger', 5, true
 '2 to 5 Years', 'Staffordshire Cross (SBT)', 'Basildon', 'Male', true, false,,Crossbreed,,,,,Live wire,,,Loves toys/games,Needs some training,,,,Loves treats/will work for food,, false, 'Ralphie', 5, false
 '0 to 6 Months', 'Spaniel Cross', 'West Calder', 'Male', true, false,,Crossbreed,,,Has basic housetraining,,,,,Loves toys/games,Needs some training,,,Bright spark/very clever,Loves treats/will work for food,, false, 'Ralph', 1, true
 '0 to 6 Months', 'Akita', 'Ballymena (N.Ireland)', 'Male', true, false,,Crossbreed,Dog friendly,,,,Live wire,,,,Needs some training,,,,,, true, 'Racket', 1, true
 '8+ Years', 'Greyhound  ', 'Merseyside', 'Male', true, false,Child friendly (under 12 yrs),Crossbreed,Dog friendly,Gentle giant,Has basic housetraining,,,,Especially likes cuddles,,,,Stranger friendly,,,, false, 'Quin', 3, true
 '1 to 2 Years', 'Patterdale Terrier', 'Loughborough', 'Female', true, true,,,Dog friendly,,,,Live wire,,,Loves toys/games,Needs some training,Small but sparky,,,,, false, 'Purdy', 5, false
 '5 to 7 Years', 'Pug ', 'Newbury', 'Male', true, false,Child friendly (under 12 yrs),,Dog friendly,,Has basic housetraining,,,,Especially likes cuddles,,,Small but sparky,,,,, true, 'Rocky', 4, false
 '2 to 5 Years', 'Spaniel: English Springer', 'Basildon', 'Female', true, false,,Crossbreed,Dog friendly,,,,Live wire,,Especially likes cuddles,Loves toys/games,,,Stranger friendly,,,, true, 'Princess Daisy', 5, true
 '8+ Years', 'Staffordshire Bull Terrier (SBT)', 'Loughborough', 'Female', true, true,,,,,,,,,,,Needs some training,,,,Loves treats/will work for food,, false, 'Princess', 4, false
 '5 to 7 Years', 'Cocker Spaniel', 'Loughborough', 'Male', true, false,,Crossbreed,,,,,,,,,Needs some training,,,,,, false, 'Scooby', 5, false
 '2 to 5 Years', 'Pointer: English', 'Darlington', 'Male', true, true,,Crossbreed,,,,,Live wire,,Especially likes cuddles,Loves toys/games,Needs some training,,,,Loves treats/will work for food,, false, 'Rango', 5, false
 '8+ Years', 'Lab Cross', 'Glasgow', 'Male', true, true,,Crossbreed,,,Has basic housetraining,,Live wire,,,Loves toys/games,Needs some training,,,,Loves treats/will work for food,Young at heart, false, 'Potter', 5, false
 '6 to 12 Months', 'Lurcher ', 'Shrewsbury', 'Female', true, false,,Crossbreed,Dog friendly,,,,,,,,,,Stranger friendly,,,, false, 'Poppy', 3, false
 '2 to 5 Years', 'Collie Cross (Border)', 'Merseyside', 'Male', true, false,,Crossbreed,Dog friendly,,Has basic housetraining,,,Living off site,,,Needs some training,,,,,, false, 'Randall', 5, false
 '2 to 5 Years', 'Shih Tzu  ', 'Ballymena (N.Ireland)', 'Female', true, false,,,Dog friendly,,,Medical needs,,,Especially likes cuddles,,Needs some training,,Stranger friendly,,,, true, 'Poppy', 1, false
 '8+ Years', 'Jack Russell Terrier (JRT)', 'Shrewsbury', 'Female', true, false,,Crossbreed,,,,,,,,,,,,,,, true, 'Poppy', 3, false
 '8+ Years', 'A Crossbreed ', 'Shrewsbury', 'Female', true, false,,Crossbreed,Dog friendly,,,,,,Especially likes cuddles,,,,Stranger friendly,,,, true, 'Poppy', 5, false
 '5 to 7 Years', 'Portuguese Pointer', 'London (Harefield)', 'Male', true, false,,Crossbreed,,,,,,,,,Needs some training,,,,,Young at heart, true, 'Remy', 3, false
 '8+ Years', 'Spaniel: English Springer', 'Kenilworth', 'Female', true, false,,,Dog friendly,,,,,,,Loves toys/games,Needs some training,,,,,, false, 'Poppy', 4, true
 '2 to 5 Years', 'Dalmatian ', 'Canterbury', 'Male', true, false,,Crossbreed,,,,,Live wire,,,Loves toys/games,,,,,Loves treats/will work for food,, false, 'Pongo', 2, false
 '1 to 2 Years', 'Lab Cross', 'Basildon', 'Female', true, false,,Crossbreed,,,,,,,,Loves toys/games,Needs some training,,,,Loves treats/will work for food,, true, 'Polly', 2, false
 '2 to 5 Years', 'Lurcher ', 'Evesham', 'Female', true, false,,,Dog friendly,,,,,,,,Needs some training,,,,Loves treats/will work for food,, true, 'Robyn', 1, true
 '2 to 5 Years', 'Lurcher ', 'Kenilworth', 'Female', true, true,,Crossbreed,,,,,,,,Loves toys/games,Needs some training,,,,Loves treats/will work for food,, false, 'Precious', 5, true
 '8+ Years', 'Terrier Cross', 'Newbury', 'Male', true, false,,Crossbreed,,,,,,,,Loves toys/games,Needs some training,Small but sparky,,,Loves treats/will work for food,Young at heart, false, 'Pippin', 5, false
 '8+ Years', 'Terrier: Yorkshire ', 'Merseyside', 'Male', true, false,,,,,Has basic housetraining,,,,,,Needs some training,Small but sparky,Stranger friendly,,,Young at heart, false, 'Pippin', 2, true
 '1 to 2 Years', 'Boxer  ', 'Manchester', 'Female', true, false,Child friendly (under 12 yrs),,Dog friendly,,,,,,Especially likes cuddles,,,,Stranger friendly,,,, true, 'Pippa', 4, true
 '1 to 2 Years', 'Jack Russell Terrier (JRT)', 'Kenilworth', 'Male', true, false,Child friendly (under 12 yrs),Crossbreed,,,,,Live wire,,,Loves toys/games,Needs some training,,,,Loves treats/will work for food,, true, 'Riddle', 4, true
 '2 to 5 Years', 'Staffordshire Cross (SBT)', 'Shrewsbury', 'Female', true, false,Child friendly (under 12 yrs),Crossbreed,Dog friendly,,Has basic housetraining,,,,Especially likes cuddles,,,,Stranger friendly,Bright spark/very clever,,, true, 'Poppy', 5, false
 '8+ Years', 'Terrier: Yorkshire ', 'West Calder', 'Female', true, false,,,Dog friendly,,,Medical needs,,Living off site,,,,Small but sparky,,,,Young at heart, true, 'Polly', 1, true
 '1 to 2 Years', 'German Shepherd Dog (GSD / Alsatian)', 'Bridgend', 'Female', true, false,,Crossbreed,,,,,Live wire,,,Loves toys/games,Needs some training,,,,Loves treats/will work for food,, false, 'Tess', 5, true
 '5 to 7 Years', 'Mastiff: Bull', 'Loughborough', 'Male', true, true,,Crossbreed,,,,,,,,,Needs some training,,,,,, false, 'Preston', 5, false
 '2 to 5 Years', 'Pug ', 'Bridgend', 'Male', true, false,,Crossbreed,,,,,,,Especially likes cuddles,,,,,,Loves treats/will work for food,, false, 'Teemo', 1, false
 '1 to 2 Years', 'Lurcher ', 'Salisbury', 'Male', true, false,,Crossbreed,Dog friendly,,,,,,,,Needs some training,,,Bright spark/very clever,Loves treats/will work for food,, false, 'Teddy', 1, true
 '5 to 7 Years', 'German Shepherd Dog (GSD / Alsatian)', 'Darlington', 'Male', true, false,,,,,Has basic housetraining,,Live wire,,,,Needs some training,,,,Loves treats/will work for food,, false, 'Teddy', 2, false
